No arguments are passed. Using default.
TRAINING IMAGE CLASSIFIER ON 17973 images in 10 CATEGORIES
Extracting image features from full data set.
Analyzing and extracting image features.
+------------------+--------------+------------------+
| Images Processed | Elapsed Time | Percent Complete |
| 12880            | 2h 9m        | 71.5%            |
| 12890            | 2h 9m        | 71.5%            |
| 12900            | 2h 9m        | 71.75%           |
| 12910            | 2h 9m        | 71.75%           |
| 12920            | 2h 9m        | 71.75%           |
| 12930            | 2h 9m        | 71.75%           |
| 12940            | 2h 9m        | 71.75%           |
| 12950            | 2h 9m        | 72%              |
| 12960            | 2h 9m        | 72%              |
| 12970            | 2h 10m       | 72%              |
| 12980            | 2h 10m       | 72%              |
| 12990            | 2h 10m       | 72.25%           |
| 13000            | 2h 10m       | 72.25%           |
| 13010            | 2h 10m       | 72.25%           |
| 13020            | 2h 10m       | 72.25%           |
| 13030            | 2h 10m       | 72.25%           |
| 13040            | 2h 10m       | 72.5%            |
| 13050            | 2h 10m       | 72.5%            |
| 13060            | 2h 10m       | 72.5%            |
| 13070            | 2h 11m       | 72.5%            |
| 13080            | 2h 11m       | 72.75%           |
| 13090            | 2h 11m       | 72.75%           |
| 13100            | 2h 11m       | 72.75%           |
| 13110            | 2h 11m       | 72.75%           |
| 13120            | 2h 11m       | 72.75%           |
| 13130            | 2h 11m       | 73%              |
| 13140            | 2h 11m       | 73%              |
| 13150            | 2h 11m       | 73%              |
| 13160            | 2h 11m       | 73%              |
| 13170            | 2h 12m       | 73.25%           |
| 13180            | 2h 12m       | 73.25%           |
| 13190            | 2h 12m       | 73.25%           |
| 13200            | 2h 12m       | 73.25%           |
| 13210            | 2h 12m       | 73.25%           |
| 13220            | 2h 12m       | 73.5%            |
| 13230            | 2h 12m       | 73.5%            |
| 13240            | 2h 12m       | 73.5%            |
| 13250            | 2h 12m       | 73.5%            |
| 13260            | 2h 12m       | 73.75%           |
| 13270            | 2h 13m       | 73.75%           |
| 13280            | 2h 13m       | 73.75%           |
| 13290            | 2h 13m       | 73.75%           |
| 13300            | 2h 13m       | 73.75%           |
| 13310            | 2h 13m       | 74%              |
| 13320            | 2h 13m       | 74%              |
| 13330            | 2h 13m       | 74%              |
| 13340            | 2h 13m       | 74%              |
| 13350            | 2h 13m       | 74.25%           |
| 13360            | 2h 13m       | 74.25%           |
| 13370            | 2h 14m       | 74.25%           |
| 13380            | 2h 14m       | 74.25%           |
| 13390            | 2h 14m       | 74.5%            |
| 13400            | 2h 14m       | 74.5%            |
| 13410            | 2h 14m       | 74.5%            |
| 13420            | 2h 14m       | 74.5%            |
| 13430            | 2h 14m       | 74.5%            |
| 13440            | 2h 14m       | 74.75%           |
| 13450            | 2h 14m       | 74.75%           |
| 13460            | 2h 14m       | 74.75%           |
| 13470            | 2h 15m       | 74.75%           |
| 13480            | 2h 15m       | 75%              |
| 13490            | 2h 15m       | 75%              |
| 13500            | 2h 15m       | 75%              |
| 13510            | 2h 15m       | 75%              |
| 13520            | 2h 15m       | 75%              |
| 13530            | 2h 15m       | 75.25%           |
| 13540            | 2h 15m       | 75.25%           |
| 13550            | 2h 15m       | 75.25%           |
| 13560            | 2h 15m       | 75.25%           |
| 13570            | 2h 16m       | 75.5%            |
| 13580            | 2h 16m       | 75.5%            |
| 13590            | 2h 16m       | 75.5%            |
| 13600            | 2h 16m       | 75.5%            |
| 13610            | 2h 16m       | 75.5%            |
| 13620            | 2h 16m       | 75.75%           |
| 13630            | 2h 16m       | 75.75%           |
| 13640            | 2h 16m       | 75.75%           |
| 13650            | 2h 16m       | 75.75%           |
| 13660            | 2h 16m       | 76%              |
| 13670            | 2h 17m       | 76%              |
| 13680            | 2h 17m       | 76%              |
| 13690            | 2h 17m       | 76%              |
| 13700            | 2h 17m       | 76%              |
| 13710            | 2h 17m       | 76.25%           |
| 13720            | 2h 17m       | 76.25%           |
| 13730            | 2h 17m       | 76.25%           |
| 13740            | 2h 17m       | 76.25%           |
| 13750            | 2h 17m       | 76.5%            |
| 13760            | 2h 18m       | 76.5%            |
| 13770            | 2h 18m       | 76.5%            |
| 13780            | 2h 18m       | 76.5%            |
| 13790            | 2h 18m       | 76.5%            |
| 13800            | 2h 18m       | 76.75%           |
| 13810            | 2h 18m       | 76.75%           |
| 13820            | 2h 18m       | 76.75%           |
| 13830            | 2h 18m       | 76.75%           |
| 13840            | 2h 18m       | 77%              |
| 13850            | 2h 18m       | 77%              |
| 13860            | 2h 19m       | 77%              |
| 13870            | 2h 19m       | 77%              |
| 13880            | 2h 19m       | 77%              |
| 13890            | 2h 19m       | 77.25%           |
| 13900            | 2h 19m       | 77.25%           |
| 13910            | 2h 19m       | 77.25%           |
| 13920            | 2h 19m       | 77.25%           |
| 13930            | 2h 19m       | 77.5%            |
| 13940            | 2h 19m       | 77.5%            |
| 13950            | 2h 19m       | 77.5%            |
| 13960            | 2h 20m       | 77.5%            |
| 13970            | 2h 20m       | 77.5%            |
| 13980            | 2h 20m       | 77.75%           |
| 13990            | 2h 20m       | 77.75%           |
| 14000            | 2h 20m       | 77.75%           |
| 14010            | 2h 20m       | 77.75%           |
| 14020            | 2h 20m       | 78%              |
| 14030            | 2h 20m       | 78%              |
| 14040            | 2h 20m       | 78%              |
| 14050            | 2h 20m       | 78%              |
| 14060            | 2h 21m       | 78%              |
| 14070            | 2h 21m       | 78.25%           |
| 14080            | 2h 21m       | 78.25%           |
| 14090            | 2h 21m       | 78.25%           |
| 14100            | 2h 21m       | 78.25%           |
| 14110            | 2h 21m       | 78.5%            |
| 14120            | 2h 21m       | 78.5%            |
| 14130            | 2h 21m       | 78.5%            |
| 14140            | 2h 21m       | 78.5%            |
| 14150            | 2h 21m       | 78.5%            |
| 14160            | 2h 22m       | 78.75%           |
| 14170            | 2h 22m       | 78.75%           |
| 14180            | 2h 22m       | 78.75%           |
| 14190            | 2h 22m       | 78.75%           |
| 14200            | 2h 22m       | 79%              |
| 14210            | 2h 22m       | 79%              |
| 14220            | 2h 22m       | 79%              |
| 14230            | 2h 22m       | 79%              |
| 14240            | 2h 22m       | 79%              |
| 14250            | 2h 22m       | 79.25%           |
| 14260            | 2h 23m       | 79.25%           |
| 14270            | 2h 23m       | 79.25%           |
| 14280            | 2h 23m       | 79.25%           |
| 14290            | 2h 23m       | 79.5%            |
| 14300            | 2h 23m       | 79.5%            |
| 14310            | 2h 23m       | 79.5%            |
| 14320            | 2h 23m       | 79.5%            |
| 14330            | 2h 23m       | 79.5%            |
| 14340            | 2h 23m       | 79.75%           |
| 14350            | 2h 23m       | 79.75%           |
| 14360            | 2h 24m       | 79.75%           |
| 14370            | 2h 24m       | 79.75%           |
| 14380            | 2h 24m       | 80%              |
| 14390            | 2h 24m       | 80%              |
| 14400            | 2h 24m       | 80%              |
| 14410            | 2h 24m       | 80%              |
| 14420            | 2h 24m       | 80%              |
| 14430            | 2h 24m       | 80.25%           |
| 14440            | 2h 24m       | 80.25%           |
| 14450            | 2h 24m       | 80.25%           |
| 14460            | 2h 25m       | 80.25%           |
| 14470            | 2h 25m       | 80.5%            |
| 14480            | 2h 25m       | 80.5%            |
| 14490            | 2h 25m       | 80.5%            |
| 14500            | 2h 25m       | 80.5%            |
| 14510            | 2h 25m       | 80.5%            |
| 14520            | 2h 25m       | 80.75%           |
| 14530            | 2h 25m       | 80.75%           |
| 14540            | 2h 25m       | 80.75%           |
| 14550            | 2h 25m       | 80.75%           |
| 14560            | 2h 26m       | 81%              |
| 14570            | 2h 26m       | 81%              |
| 14580            | 2h 26m       | 81%              |
| 14590            | 2h 26m       | 81%              |
| 14600            | 2h 26m       | 81%              |
| 14610            | 2h 26m       | 81.25%           |
| 14620            | 2h 26m       | 81.25%           |
| 14630            | 2h 26m       | 81.25%           |
| 14640            | 2h 26m       | 81.25%           |
| 14650            | 2h 26m       | 81.5%            |
| 14660            | 2h 27m       | 81.5%            |
| 14670            | 2h 27m       | 81.5%            |
| 14680            | 2h 27m       | 81.5%            |
| 14690            | 2h 27m       | 81.5%            |
| 14700            | 2h 27m       | 81.75%           |
| 14710            | 2h 27m       | 81.75%           |
| 14720            | 2h 27m       | 81.75%           |
| 14730            | 2h 27m       | 81.75%           |
| 14740            | 2h 27m       | 82%              |
| 14750            | 2h 27m       | 82%              |
| 14760            | 2h 28m       | 82%              |
| 14770            | 2h 28m       | 82%              |
| 14780            | 2h 28m       | 82%              |
| 14790            | 2h 28m       | 82.25%           |
| 14800            | 2h 28m       | 82.25%           |
| 14810            | 2h 28m       | 82.25%           |
| 14820            | 2h 28m       | 82.25%           |
| 14830            | 2h 28m       | 82.5%            |
| 14840            | 2h 28m       | 82.5%            |
| 14850            | 2h 28m       | 82.5%            |
| 14860            | 2h 29m       | 82.5%            |
| 14870            | 2h 29m       | 82.5%            |
| 14880            | 2h 29m       | 82.75%           |
| 14890            | 2h 29m       | 82.75%           |
| 14900            | 2h 29m       | 82.75%           |
| 14910            | 2h 29m       | 82.75%           |
| 14920            | 2h 29m       | 83%              |
| 14930            | 2h 29m       | 83%              |
| 14940            | 2h 29m       | 83%              |
| 14950            | 2h 29m       | 83%              |
| 14960            | 2h 30m       | 83%              |
| 14970            | 2h 30m       | 83.25%           |
| 14980            | 2h 30m       | 83.25%           |
| 14990            | 2h 30m       | 83.25%           |
| 15000            | 2h 30m       | 83.25%           |
| 15010            | 2h 30m       | 83.5%            |
| 15020            | 2h 30m       | 83.5%            |
| 15030            | 2h 30m       | 83.5%            |
| 15040            | 2h 30m       | 83.5%            |
| 15050            | 2h 30m       | 83.5%            |
| 15060            | 2h 31m       | 83.75%           |
| 15070            | 2h 31m       | 83.75%           |
| 15080            | 2h 31m       | 83.75%           |
| 15090            | 2h 31m       | 83.75%           |
| 15100            | 2h 31m       | 84%              |
| 15110            | 2h 31m       | 84%              |
| 15120            | 2h 31m       | 84%              |
| 15130            | 2h 31m       | 84%              |
| 15140            | 2h 31m       | 84%              |
| 15150            | 2h 31m       | 84.25%           |
| 15160            | 2h 32m       | 84.25%           |
| 15170            | 2h 32m       | 84.25%           |
| 15180            | 2h 32m       | 84.25%           |
| 15190            | 2h 32m       | 84.5%            |
| 15200            | 2h 32m       | 84.5%            |
| 15210            | 2h 32m       | 84.5%            |
| 15220            | 2h 32m       | 84.5%            |
| 15230            | 2h 32m       | 84.5%            |
| 15240            | 2h 32m       | 84.75%           |
| 15250            | 2h 32m       | 84.75%           |
| 15260            | 2h 33m       | 84.75%           |
| 15270            | 2h 33m       | 84.75%           |
| 15280            | 2h 33m       | 85%              |
| 15290            | 2h 33m       | 85%              |
| 15300            | 2h 33m       | 85%              |
| 15310            | 2h 33m       | 85%              |
| 15320            | 2h 33m       | 85%              |
| 15330            | 2h 33m       | 85.25%           |
| 15340            | 2h 33m       | 85.25%           |
| 15350            | 2h 33m       | 85.25%           |
| 15360            | 2h 34m       | 85.25%           |
| 15370            | 2h 34m       | 85.5%            |
| 15380            | 2h 34m       | 85.5%            |
| 15390            | 2h 34m       | 85.5%            |
| 15400            | 2h 34m       | 85.5%            |
| 15410            | 2h 34m       | 85.5%            |
| 15420            | 2h 34m       | 85.75%           |
| 15430            | 2h 34m       | 85.75%           |
| 15440            | 2h 34m       | 85.75%           |
| 15450            | 2h 34m       | 85.75%           |
| 15460            | 2h 35m       | 86%              |
| 15470            | 2h 35m       | 86%              |
| 15480            | 2h 35m       | 86%              |
| 15490            | 2h 35m       | 86%              |
| 15500            | 2h 35m       | 86%              |
| 15510            | 2h 35m       | 86.25%           |
| 15520            | 2h 35m       | 86.25%           |
| 15530            | 2h 35m       | 86.25%           |
| 15540            | 2h 35m       | 86.25%           |
| 15550            | 2h 36m       | 86.5%            |
| 15560            | 2h 36m       | 86.5%            |
| 15570            | 2h 36m       | 86.5%            |
| 15580            | 2h 36m       | 86.5%            |
| 15590            | 2h 36m       | 86.5%            |
| 15600            | 2h 36m       | 86.75%           |
| 15610            | 2h 36m       | 86.75%           |
| 15620            | 2h 36m       | 86.75%           |
| 15630            | 2h 36m       | 86.75%           |
| 15640            | 2h 36m       | 87%              |
| 15650            | 2h 37m       | 87%              |
| 15660            | 2h 37m       | 87%              |
| 15670            | 2h 37m       | 87%              |
| 15680            | 2h 37m       | 87%              |
| 15690            | 2h 37m       | 87.25%           |
| 15700            | 2h 37m       | 87.25%           |
| 15710            | 2h 37m       | 87.25%           |
| 15720            | 2h 37m       | 87.25%           |
| 15730            | 2h 37m       | 87.5%            |
| 15740            | 2h 37m       | 87.5%            |
| 15750            | 2h 38m       | 87.5%            |
| 15760            | 2h 38m       | 87.5%            |
| 15770            | 2h 38m       | 87.5%            |
| 15780            | 2h 38m       | 87.75%           |
| 15790            | 2h 38m       | 87.75%           |
| 15800            | 2h 38m       | 87.75%           |
| 15810            | 2h 38m       | 87.75%           |
| 15820            | 2h 38m       | 88%              |
| 15830            | 2h 38m       | 88%              |
| 15840            | 2h 38m       | 88%              |
| 15850            | 2h 39m       | 88%              |
| 15860            | 2h 39m       | 88%              |
| 15870            | 2h 39m       | 88.25%           |
| 15880            | 2h 39m       | 88.25%           |
| 15890            | 2h 39m       | 88.25%           |
| 15900            | 2h 39m       | 88.25%           |
| 15910            | 2h 39m       | 88.5%            |
| 15920            | 2h 39m       | 88.5%            |
| 15930            | 2h 39m       | 88.5%            |
| 15940            | 2h 39m       | 88.5%            |
| 15950            | 2h 40m       | 88.5%            |
| 15960            | 2h 40m       | 88.75%           |
| 15970            | 2h 40m       | 88.75%           |
| 15980            | 2h 40m       | 88.75%           |
| 15990            | 2h 40m       | 88.75%           |
| 16000            | 2h 40m       | 89%              |
| 16010            | 2h 40m       | 89%              |
| 16020            | 2h 40m       | 89%              |
| 16030            | 2h 40m       | 89%              |
| 16040            | 2h 40m       | 89%              |
| 16050            | 2h 41m       | 89.25%           |
| 16060            | 2h 41m       | 89.25%           |
| 16070            | 2h 41m       | 89.25%           |
| 16080            | 2h 41m       | 89.25%           |
| 16090            | 2h 41m       | 89.5%            |
| 16100            | 2h 41m       | 89.5%            |
| 16110            | 2h 41m       | 89.5%            |
| 16120            | 2h 41m       | 89.5%            |
| 16130            | 2h 41m       | 89.5%            |
| 16140            | 2h 41m       | 89.75%           |
| 16150            | 2h 42m       | 89.75%           |
| 16160            | 2h 42m       | 89.75%           |
| 16170            | 2h 42m       | 89.75%           |
| 16180            | 2h 42m       | 90%              |
| 16190            | 2h 42m       | 90%              |
| 16200            | 2h 42m       | 90%              |
| 16210            | 2h 42m       | 90%              |
| 16220            | 2h 42m       | 90%              |
| 16230            | 2h 42m       | 90.25%           |
| 16240            | 2h 42m       | 90.25%           |
| 16250            | 2h 43m       | 90.25%           |
| 16260            | 2h 43m       | 90.25%           |
| 16270            | 2h 43m       | 90.5%            |
| 16280            | 2h 43m       | 90.5%            |
| 16290            | 2h 43m       | 90.5%            |
| 16300            | 2h 43m       | 90.5%            |
| 16310            | 2h 43m       | 90.5%            |
| 16320            | 2h 43m       | 90.75%           |
| 16330            | 2h 43m       | 90.75%           |
| 16340            | 2h 43m       | 90.75%           |
| 16350            | 2h 44m       | 90.75%           |
| 16360            | 2h 44m       | 91%              |
| 16370            | 2h 44m       | 91%              |
| 16380            | 2h 44m       | 91%              |
| 16390            | 2h 44m       | 91%              |
| 16400            | 2h 44m       | 91%              |
| 16410            | 2h 44m       | 91.25%           |
| 16420            | 2h 44m       | 91.25%           |
| 16430            | 2h 44m       | 91.25%           |
| 16440            | 2h 44m       | 91.25%           |
| 16450            | 2h 45m       | 91.5%            |
| 16460            | 2h 45m       | 91.5%            |
| 16470            | 2h 45m       | 91.5%            |
| 16480            | 2h 45m       | 91.5%            |
| 16490            | 2h 45m       | 91.5%            |
| 16500            | 2h 45m       | 91.75%           |
| 16510            | 2h 45m       | 91.75%           |
| 16520            | 2h 45m       | 91.75%           |
| 16530            | 2h 45m       | 91.75%           |
| 16540            | 2h 45m       | 92%              |
| 16550            | 2h 46m       | 92%              |
| 16560            | 2h 46m       | 92%              |
| 16570            | 2h 46m       | 92%              |
| 16580            | 2h 46m       | 92%              |
| 16590            | 2h 46m       | 92.25%           |
| 16600            | 2h 46m       | 92.25%           |
| 16610            | 2h 46m       | 92.25%           |
| 16620            | 2h 46m       | 92.25%           |
| 16630            | 2h 46m       | 92.5%            |
| 16640            | 2h 46m       | 92.5%            |
| 16650            | 2h 47m       | 92.5%            |
| 16660            | 2h 47m       | 92.5%            |
| 16670            | 2h 47m       | 92.75%           |
| 16680            | 2h 47m       | 92.75%           |
| 16690            | 2h 47m       | 92.75%           |
| 16700            | 2h 47m       | 92.75%           |
| 16710            | 2h 47m       | 92.75%           |
| 16720            | 2h 47m       | 93%              |
| 16730            | 2h 47m       | 93%              |
| 16740            | 2h 47m       | 93%              |
| 16750            | 2h 48m       | 93%              |
| 16760            | 2h 48m       | 93.25%           |
| 16770            | 2h 48m       | 93.25%           |
| 16780            | 2h 48m       | 93.25%           |
| 16790            | 2h 48m       | 93.25%           |
| 16800            | 2h 48m       | 93.25%           |
| 16810            | 2h 48m       | 93.5%            |
| 16820            | 2h 48m       | 93.5%            |
| 16830            | 2h 48m       | 93.5%            |
| 16840            | 2h 48m       | 93.5%            |
| 16850            | 2h 49m       | 93.75%           |
| 16860            | 2h 49m       | 93.75%           |
| 16870            | 2h 49m       | 93.75%           |
| 16880            | 2h 49m       | 93.75%           |
| 16890            | 2h 49m       | 93.75%           |
| 16900            | 2h 49m       | 94%              |
| 16910            | 2h 49m       | 94%              |
| 16920            | 2h 49m       | 94%              |
| 16930            | 2h 49m       | 94%              |
| 16940            | 2h 49m       | 94.25%           |
| 16950            | 2h 50m       | 94.25%           |
| 16960            | 2h 50m       | 94.25%           |
| 16970            | 2h 50m       | 94.25%           |
| 16980            | 2h 50m       | 94.25%           |
| 16990            | 2h 50m       | 94.5%            |
| 17000            | 2h 50m       | 94.5%            |
| 17010            | 2h 50m       | 94.5%            |
| 17020            | 2h 50m       | 94.5%            |
| 17030            | 2h 50m       | 94.75%           |
| 17040            | 2h 50m       | 94.75%           |
| 17050            | 2h 51m       | 94.75%           |
| 17060            | 2h 51m       | 94.75%           |
| 17070            | 2h 51m       | 94.75%           |
| 17080            | 2h 51m       | 95%              |
| 17090            | 2h 51m       | 95%              |
| 17100            | 2h 51m       | 95%              |
| 17110            | 2h 51m       | 95%              |
| 17120            | 2h 51m       | 95.25%           |
| 17130            | 2h 51m       | 95.25%           |
| 17140            | 2h 51m       | 95.25%           |
| 17150            | 2h 52m       | 95.25%           |
| 17160            | 2h 52m       | 95.25%           |
| 17170            | 2h 52m       | 95.5%            |
| 17180            | 2h 52m       | 95.5%            |
| 17190            | 2h 52m       | 95.5%            |
| 17200            | 2h 52m       | 95.5%            |
| 17210            | 2h 52m       | 95.75%           |
| 17220            | 2h 52m       | 95.75%           |
| 17230            | 2h 52m       | 95.75%           |
| 17240            | 2h 52m       | 95.75%           |
| 17250            | 2h 53m       | 95.75%           |
| 17260            | 2h 53m       | 96%              |
| 17270            | 2h 53m       | 96%              |
| 17280            | 2h 53m       | 96%              |
| 17290            | 2h 53m       | 96%              |
| 17300            | 2h 53m       | 96.25%           |
| 17310            | 2h 53m       | 96.25%           |
| 17320            | 2h 53m       | 96.25%           |
| 17330            | 2h 53m       | 96.25%           |
| 17340            | 2h 53m       | 96.25%           |
| 17350            | 2h 54m       | 96.5%            |
| 17360            | 2h 54m       | 96.5%            |
| 17370            | 2h 54m       | 96.5%            |
| 17380            | 2h 54m       | 96.5%            |
| 17390            | 2h 54m       | 96.75%           |
| 17400            | 2h 54m       | 96.75%           |
| 17410            | 2h 54m       | 96.75%           |
| 17420            | 2h 54m       | 96.75%           |
| 17430            | 2h 54m       | 96.75%           |
| 17440            | 2h 54m       | 97%              |
| 17450            | 2h 55m       | 97%              |
| 17460            | 2h 55m       | 97%              |
| 17470            | 2h 55m       | 97%              |
| 17480            | 2h 55m       | 97.25%           |
| 17490            | 2h 55m       | 97.25%           |
| 17500            | 2h 55m       | 97.25%           |
| 17510            | 2h 55m       | 97.25%           |
| 17520            | 2h 55m       | 97.25%           |
| 17530            | 2h 55m       | 97.5%            |
| 17540            | 2h 55m       | 97.5%            |
| 17550            | 2h 56m       | 97.5%            |
| 17560            | 2h 56m       | 97.5%            |
| 17570            | 2h 56m       | 97.75%           |
| 17580            | 2h 56m       | 97.75%           |
| 17590            | 2h 56m       | 97.75%           |
| 17600            | 2h 56m       | 97.75%           |
| 17610            | 2h 56m       | 97.75%           |
| 17620            | 2h 56m       | 98%              |
| 17630            | 2h 56m       | 98%              |
| 17640            | 2h 56m       | 98%              |
| 17650            | 2h 57m       | 98%              |
| 17660            | 2h 57m       | 98.25%           |
| 17670            | 2h 57m       | 98.25%           |
| 17680            | 2h 57m       | 98.25%           |
| 17690            | 2h 57m       | 98.25%           |
| 17700            | 2h 57m       | 98.25%           |
| 17710            | 2h 57m       | 98.5%            |
| 17720            | 2h 57m       | 98.5%            |
| 17730            | 2h 57m       | 98.5%            |
| 17740            | 2h 57m       | 98.5%            |
| 17750            | 2h 58m       | 98.75%           |
| 17760            | 2h 58m       | 98.75%           |
| 17770            | 2h 58m       | 98.75%           |
| 17780            | 2h 58m       | 98.75%           |
| 17790            | 2h 58m       | 98.75%           |
| 17800            | 2h 58m       | 99%              |
| 17810            | 2h 58m       | 99%              |
| 17820            | 2h 58m       | 99%              |
| 17830            | 2h 58m       | 99%              |
| 17840            | 2h 58m       | 99.25%           |
| 17850            | 2h 59m       | 99.25%           |
| 17860            | 2h 59m       | 99.25%           |
| 17870            | 2h 59m       | 99.25%           |
| 17880            | 2h 59m       | 99.25%           |
| 17890            | 2h 59m       | 99.5%            |
| 17900            | 2h 59m       | 99.5%            |
| 17910            | 2h 59m       | 99.5%            |
| 17920            | 2h 59m       | 99.5%            |
| 17930            | 2h 59m       | 99.75%           |
| 17940            | 2h 59m       | 99.75%           |
| 17950            | 3h 0m        | 99.75%           |
| 17960            | 3h 0m        | 99.75%           |
| 17970            | 3h 0m        | 99.75%           |
| 17973            | 3h 0m        | 100%             |
| 17972            | 3h 0m        | 99.75%           |
+------------------+--------------+------------------+
Automatically generating validation set from 5% of the data.
Beginning model training on processed features. 
Calibrating solver; this may take some time.
+-----------+--------------+-------------------+---------------------+
| Iteration | Elapsed Time | Training Accuracy | Validation Accuracy |
+-----------+--------------+-------------------+---------------------+
| 0         | 0.506707     | 0.109645          | 0.106754            |
| 1         | 3.487078     | 0.125007          | 0.128540            |
| 2         | 5.475347     | 0.367048          | 0.367102            |
| 3         | 6.492584     | 0.171504          | 0.162309            |
| 4         | 8.074902     | 0.410437          | 0.393246            |
| 5         | 9.073831     | 0.482381          | 0.486928            |
| 10        | 14.558944    | 0.559074          | 0.540305            |
| 15        | 19.572021    | 0.673175          | 0.657952            |
| 20        | 24.531959    | 0.752858          | 0.762527            |
| 25        | 29.548480    | 0.794488          | 0.772331            |
| 30        | 34.474179    | 0.834770          | 0.824619            |
| 35        | 39.573327    | 0.856230          | 0.854031            |
| 40        | 44.582144    | 0.880035          | 0.873638            |
| 45        | 49.568458    | 0.899502          | 0.886710            |
| 50        | 54.995516    | 0.914746          | 0.901961            |
| 55        | 59.955835    | 0.929112          | 0.920479            |
| 60        | 65.005941    | 0.937145          | 0.918301            |
| 65        | 70.008058    | 0.942832          | 0.924837            |
| 70        | 75.018623    | 0.956670          | 0.942266            |
| 75        | 80.055039    | 0.962826          | 0.945534            |
| 80        | 85.078751    | 0.968396          | 0.943355            |
| 85        | 90.128918    | 0.972208          | 0.944444            |
| 90        | 95.216358    | 0.978423          | 0.947712            |
| 95        | 100.215510   | 0.972149          | 0.935730            |
| 100       | 105.769292   | 0.985224          | 0.954248            |
| 105       | 111.247371   | 0.987628          | 0.952070            |
| 110       | 116.828370   | 0.989798          | 0.952070            |
| 115       | 121.789301   | 0.991088          | 0.957516            |
| 120       | 127.353452   | 0.994313          | 0.958606            |
| 125       | 132.383963   | 0.996423          | 0.959695            |
| 130       | 137.534101   | 0.997303          | 0.957516            |
| 135       | 142.562785   | 0.998358          | 0.960784            |
| 140       | 148.131464   | 0.999238          | 0.962963            |
| 145       | 153.188322   | 0.998358          | 0.959695            |
| 150       | 158.753837   | 0.999765          | 0.964052            |
+-----------+--------------+-------------------+---------------------+
Completed (Iteration limit reached).
IMAGE CLASSIFIER:
ImageClassifier

Parameters
Feature Extractor: ScenePrint
MaxIterations: 150

Performance on Training Data
Number of examples: 17055
Number of classes: 10
Accuracy: 99.98%

Performance on Validation Data
Number of examples: 918
Number of classes: 10
Accuracy: 96.41%

SAVING MODEL TO ./Models/DistractedDriverClassifier.mlmodel
Trained model successfully saved at /Volumes/MEDIA&DEV/dev/ML_data/DistractedDriver/DistractedDriverCreateML/DistractedDriverCreateML/Models/DistractedDriverClassifier.mlmodel.

PRINTING SOME PREDICTIONS FOR IMAGES:
PREDICTIONS FOR LABEL c2:
	Predicting image 0 as c2
	Predicting image 1 as c2
	Predicting image 2 as c2
	Predicting image 3 as c2
	Predicting image 4 as c2
	Predicting image 5 as c6
	Predicting image 6 as c2
	Predicting image 7 as c2
	Predicting image 8 as c2
	Predicting image 9 as c2
PREDICTIONS FOR LABEL c3:
	Predicting image 0 as c4
	Predicting image 1 as c3
	Predicting image 2 as c3
	Predicting image 3 as c3
	Predicting image 4 as c3
	Predicting image 5 as c3
	Predicting image 6 as c3
	Predicting image 7 as c3
	Predicting image 8 as c3
	Predicting image 9 as c3
PREDICTIONS FOR LABEL c8:
	Predicting image 0 as c8
	Predicting image 1 as c8
	Predicting image 2 as c8
	Predicting image 3 as c8
	Predicting image 4 as c8
	Predicting image 5 as c3
	Predicting image 6 as c8
	Predicting image 7 as c8
	Predicting image 8 as c8
	Predicting image 9 as c8
PREDICTIONS FOR LABEL c1:
	Predicting image 0 as c1
	Predicting image 1 as c1
	Predicting image 2 as c1
	Predicting image 3 as c3
	Predicting image 4 as c1
	Predicting image 5 as c3
	Predicting image 6 as c1
	Predicting image 7 as c3
	Predicting image 8 as c3
	Predicting image 9 as c1
PREDICTIONS FOR LABEL c4:
	Predicting image 0 as c4
	Predicting image 1 as c4
	Predicting image 2 as c4
	Predicting image 3 as c4
	Predicting image 4 as c4
	Predicting image 5 as c3
	Predicting image 6 as c4
	Predicting image 7 as c4
	Predicting image 8 as c3
	Predicting image 9 as c4
PREDICTIONS FOR LABEL c6:
	Predicting image 0 as c6
	Predicting image 1 as c3
	Predicting image 2 as c0
	Predicting image 3 as c6
	Predicting image 4 as c0
	Predicting image 5 as c3
	Predicting image 6 as c6
	Predicting image 7 as c3
	Predicting image 8 as c6
	Predicting image 9 as c8
PREDICTIONS FOR LABEL c7:
	Predicting image 0 as c7
	Predicting image 1 as c7
	Predicting image 2 as c7
	Predicting image 3 as c7
	Predicting image 4 as c1
	Predicting image 5 as c7
	Predicting image 6 as c8
	Predicting image 7 as c7
	Predicting image 8 as c7
	Predicting image 9 as c9
PREDICTIONS FOR LABEL c0:
	Predicting image 0 as c3
	Predicting image 1 as c0
	Predicting image 2 as c3
	Predicting image 3 as c0
	Predicting image 4 as c0
	Predicting image 5 as c3
	Predicting image 6 as c0
	Predicting image 7 as c3
	Predicting image 8 as c0
	Predicting image 9 as c3
PREDICTIONS FOR LABEL c5:
	Predicting image 0 as c3
	Predicting image 1 as c5
	Predicting image 2 as c9
	Predicting image 3 as c3
	Predicting image 4 as c5
	Predicting image 5 as c3
	Predicting image 6 as c2
	Predicting image 7 as c5
	Predicting image 8 as c5
	Predicting image 9 as c5
PREDICTIONS FOR LABEL c9:
	Predicting image 0 as c9
	Predicting image 1 as c8
	Predicting image 2 as c9
	Predicting image 3 as c0
	Predicting image 4 as c9
	Predicting image 5 as c0
	Predicting image 6 as c1
	Predicting image 7 as c7
	Predicting image 8 as c0
	Predicting image 9 as c9
