No arguments are passed. Using default.
TRAINING IMAGE CLASSIFIER ON 17995 images in 10 CATEGORIES
4 augmented images by 'crop' to be generated.
Automatically generating validation set from 5% of the data.
Extracting augmented image features from training data set.
Analyzing and extracting image features.
+----------------------+------------------+--------------+------------------+
| Raw Images Processed | Augmented Images | Elapsed Time | Percent Complete |
| 10235                | 51175            | 2h 32m       | 59.75%           |
| 10240                | 51200            | 2h 33m       | 59.75%           |
| 10245                | 51225            | 2h 33m       | 59.75%           |
| 10250                | 51250            | 2h 33m       | 60%              |
| 10255                | 51275            | 2h 33m       | 60%              |
| 10260                | 51300            | 2h 33m       | 60%              |
| 10265                | 51325            | 2h 33m       | 60%              |
| 10270                | 51350            | 2h 33m       | 60%              |
| 10275                | 51375            | 2h 33m       | 60%              |
| 10280                | 51400            | 2h 33m       | 60%              |
| 10285                | 51425            | 2h 33m       | 60%              |
| 10290                | 51450            | 2h 33m       | 60.25%           |
| 10295                | 51475            | 2h 33m       | 60.25%           |
| 10300                | 51500            | 2h 33m       | 60.25%           |
| 10305                | 51525            | 2h 34m       | 60.25%           |
| 10310                | 51550            | 2h 34m       | 60.25%           |
| 10315                | 51575            | 2h 34m       | 60.25%           |
| 10320                | 51600            | 2h 34m       | 60.25%           |
| 10325                | 51625            | 2h 34m       | 60.25%           |
| 10330                | 51650            | 2h 34m       | 60.25%           |
| 10335                | 51675            | 2h 34m       | 60.5%            |
| 10340                | 51700            | 2h 34m       | 60.5%            |
| 10345                | 51725            | 2h 34m       | 60.5%            |
| 10350                | 51750            | 2h 34m       | 60.5%            |
| 10355                | 51775            | 2h 34m       | 60.5%            |
| 10360                | 51800            | 2h 34m       | 60.5%            |
| 10365                | 51825            | 2h 34m       | 60.5%            |
| 10370                | 51850            | 2h 34m       | 60.5%            |
| 10375                | 51875            | 2h 35m       | 60.75%           |
| 10380                | 51900            | 2h 35m       | 60.75%           |
| 10385                | 51925            | 2h 35m       | 60.75%           |
| 10390                | 51950            | 2h 35m       | 60.75%           |
| 10395                | 51975            | 2h 35m       | 60.75%           |
| 10400                | 52000            | 2h 35m       | 60.75%           |
| 10405                | 52025            | 2h 35m       | 60.75%           |
| 10410                | 52050            | 2h 35m       | 60.75%           |
| 10415                | 52075            | 2h 35m       | 60.75%           |
| 10420                | 52100            | 2h 35m       | 61%              |
| 10425                | 52125            | 2h 35m       | 61%              |
| 10430                | 52150            | 2h 35m       | 61%              |
| 10435                | 52175            | 2h 36m       | 61%              |
| 10440                | 52200            | 2h 36m       | 61%              |
| 10445                | 52225            | 2h 36m       | 61%              |
| 10450                | 52250            | 2h 36m       | 61%              |
| 10455                | 52275            | 2h 36m       | 61%              |
| 10460                | 52300            | 2h 36m       | 61.25%           |
| 10465                | 52325            | 2h 36m       | 61.25%           |
| 10470                | 52350            | 2h 36m       | 61.25%           |
| 10475                | 52375            | 2h 36m       | 61.25%           |
| 10480                | 52400            | 2h 36m       | 61.25%           |
| 10485                | 52425            | 2h 36m       | 61.25%           |
| 10490                | 52450            | 2h 36m       | 61.25%           |
| 10495                | 52475            | 2h 37m       | 61.25%           |
| 10500                | 52500            | 2h 37m       | 61.25%           |
| 10505                | 52525            | 2h 37m       | 61.5%            |
| 10510                | 52550            | 2h 37m       | 61.5%            |
| 10515                | 52575            | 2h 37m       | 61.5%            |
| 10520                | 52600            | 2h 37m       | 61.5%            |
| 10525                | 52625            | 2h 37m       | 61.5%            |
| 10530                | 52650            | 2h 37m       | 61.5%            |
| 10535                | 52675            | 2h 37m       | 61.5%            |
| 10540                | 52700            | 2h 37m       | 61.5%            |
| 10545                | 52725            | 2h 37m       | 61.5%            |
| 10550                | 52750            | 2h 37m       | 61.75%           |
| 10555                | 52775            | 2h 37m       | 61.75%           |
| 10560                | 52800            | 2h 37m       | 61.75%           |
| 10565                | 52825            | 2h 38m       | 61.75%           |
| 10570                | 52850            | 2h 38m       | 61.75%           |
| 10575                | 52875            | 2h 38m       | 61.75%           |
| 10580                | 52900            | 2h 38m       | 61.75%           |
| 10585                | 52925            | 2h 38m       | 61.75%           |
| 10590                | 52950            | 2h 38m       | 62%              |
| 10595                | 52975            | 2h 38m       | 62%              |
| 10600                | 53000            | 2h 38m       | 62%              |
| 10605                | 53025            | 2h 38m       | 62%              |
| 10610                | 53050            | 2h 38m       | 62%              |
| 10615                | 53075            | 2h 38m       | 62%              |
| 10620                | 53100            | 2h 38m       | 62%              |
| 10625                | 53125            | 2h 38m       | 62%              |
| 10630                | 53150            | 2h 39m       | 62%              |
| 10635                | 53175            | 2h 39m       | 62.25%           |
| 10640                | 53200            | 2h 39m       | 62.25%           |
| 10645                | 53225            | 2h 39m       | 62.25%           |
| 10650                | 53250            | 2h 39m       | 62.25%           |
| 10655                | 53275            | 2h 39m       | 62.25%           |
| 10660                | 53300            | 2h 39m       | 62.25%           |
| 10665                | 53325            | 2h 39m       | 62.25%           |
| 10670                | 53350            | 2h 39m       | 62.25%           |
| 10675                | 53375            | 2h 39m       | 62.5%            |
| 10680                | 53400            | 2h 39m       | 62.5%            |
| 10685                | 53425            | 2h 39m       | 62.5%            |
| 10690                | 53450            | 2h 39m       | 62.5%            |
| 10695                | 53475            | 2h 39m       | 62.5%            |
| 10700                | 53500            | 2h 40m       | 62.5%            |
| 10705                | 53525            | 2h 40m       | 62.5%            |
| 10710                | 53550            | 2h 40m       | 62.5%            |
| 10715                | 53575            | 2h 40m       | 62.5%            |
| 10720                | 53600            | 2h 40m       | 62.75%           |
| 10725                | 53625            | 2h 40m       | 62.75%           |
| 10730                | 53650            | 2h 40m       | 62.75%           |
| 10735                | 53675            | 2h 40m       | 62.75%           |
| 10740                | 53700            | 2h 40m       | 62.75%           |
| 10745                | 53725            | 2h 40m       | 62.75%           |
| 10750                | 53750            | 2h 40m       | 62.75%           |
| 10755                | 53775            | 2h 40m       | 62.75%           |
| 10760                | 53800            | 2h 40m       | 63%              |
| 10765                | 53825            | 2h 41m       | 63%              |
| 10770                | 53850            | 2h 41m       | 63%              |
| 10775                | 53875            | 2h 41m       | 63%              |
| 10780                | 53900            | 2h 41m       | 63%              |
| 10785                | 53925            | 2h 41m       | 63%              |
| 10790                | 53950            | 2h 41m       | 63%              |
| 10795                | 53975            | 2h 41m       | 63%              |
| 10800                | 54000            | 2h 41m       | 63%              |
| 10805                | 54025            | 2h 41m       | 63.25%           |
| 10810                | 54050            | 2h 41m       | 63.25%           |
| 10815                | 54075            | 2h 41m       | 63.25%           |
| 10820                | 54100            | 2h 41m       | 63.25%           |
| 10825                | 54125            | 2h 41m       | 63.25%           |
| 10830                | 54150            | 2h 41m       | 63.25%           |
| 10835                | 54175            | 2h 42m       | 63.25%           |
| 10840                | 54200            | 2h 42m       | 63.25%           |
| 10845                | 54225            | 2h 42m       | 63.5%            |
| 10850                | 54250            | 2h 42m       | 63.5%            |
| 10855                | 54275            | 2h 42m       | 63.5%            |
| 10860                | 54300            | 2h 42m       | 63.5%            |
| 10865                | 54325            | 2h 42m       | 63.5%            |
| 10870                | 54350            | 2h 42m       | 63.5%            |
| 10875                | 54375            | 2h 42m       | 63.5%            |
| 10880                | 54400            | 2h 42m       | 63.5%            |
| 10885                | 54425            | 2h 42m       | 63.5%            |
| 10890                | 54450            | 2h 42m       | 63.75%           |
| 10895                | 54475            | 2h 42m       | 63.75%           |
| 10900                | 54500            | 2h 43m       | 63.75%           |
| 10905                | 54525            | 2h 43m       | 63.75%           |
| 10910                | 54550            | 2h 43m       | 63.75%           |
| 10915                | 54575            | 2h 43m       | 63.75%           |
| 10920                | 54600            | 2h 43m       | 63.75%           |
| 10925                | 54625            | 2h 43m       | 63.75%           |
| 10930                | 54650            | 2h 43m       | 64%              |
| 10935                | 54675            | 2h 43m       | 64%              |
| 10940                | 54700            | 2h 43m       | 64%              |
| 10945                | 54725            | 2h 43m       | 64%              |
| 10950                | 54750            | 2h 43m       | 64%              |
| 10955                | 54775            | 2h 43m       | 64%              |
| 10960                | 54800            | 2h 43m       | 64%              |
| 10965                | 54825            | 2h 43m       | 64%              |
| 10970                | 54850            | 2h 44m       | 64%              |
| 10975                | 54875            | 2h 44m       | 64.25%           |
| 10980                | 54900            | 2h 44m       | 64.25%           |
| 10985                | 54925            | 2h 44m       | 64.25%           |
| 10990                | 54950            | 2h 44m       | 64.25%           |
| 10995                | 54975            | 2h 44m       | 64.25%           |
| 11000                | 55000            | 2h 44m       | 64.25%           |
| 11005                | 55025            | 2h 44m       | 64.25%           |
| 11010                | 55050            | 2h 44m       | 64.25%           |
| 11015                | 55075            | 2h 44m       | 64.5%            |
| 11020                | 55100            | 2h 44m       | 64.5%            |
| 11025                | 55125            | 2h 44m       | 64.5%            |
| 11030                | 55150            | 2h 44m       | 64.5%            |
| 11035                | 55175            | 2h 45m       | 64.5%            |
| 11040                | 55200            | 2h 45m       | 64.5%            |
| 11045                | 55225            | 2h 45m       | 64.5%            |
| 11050                | 55250            | 2h 45m       | 64.5%            |
| 11055                | 55275            | 2h 45m       | 64.5%            |
| 11060                | 55300            | 2h 45m       | 64.75%           |
| 11065                | 55325            | 2h 45m       | 64.75%           |
| 11070                | 55350            | 2h 45m       | 64.75%           |
| 11075                | 55375            | 2h 45m       | 64.75%           |
| 11080                | 55400            | 2h 45m       | 64.75%           |
| 11085                | 55425            | 2h 45m       | 64.75%           |
| 11090                | 55450            | 2h 45m       | 64.75%           |
| 11095                | 55475            | 2h 45m       | 64.75%           |
| 11100                | 55500            | 2h 45m       | 64.75%           |
| 11105                | 55525            | 2h 46m       | 65%              |
| 11110                | 55550            | 2h 46m       | 65%              |
| 11115                | 55575            | 2h 46m       | 65%              |
| 11120                | 55600            | 2h 46m       | 65%              |
| 11125                | 55625            | 2h 46m       | 65%              |
| 11130                | 55650            | 2h 46m       | 65%              |
| 11135                | 55675            | 2h 46m       | 65%              |
| 11140                | 55700            | 2h 46m       | 65%              |
| 11145                | 55725            | 2h 46m       | 65.25%           |
| 11150                | 55750            | 2h 46m       | 65.25%           |
| 11155                | 55775            | 2h 46m       | 65.25%           |
| 11160                | 55800            | 2h 46m       | 65.25%           |
| 11165                | 55825            | 2h 46m       | 65.25%           |
| 11170                | 55850            | 2h 47m       | 65.25%           |
| 11175                | 55875            | 2h 47m       | 65.25%           |
| 11180                | 55900            | 2h 47m       | 65.25%           |
| 11185                | 55925            | 2h 47m       | 65.25%           |
| 11190                | 55950            | 2h 47m       | 65.5%            |
| 11195                | 55975            | 2h 47m       | 65.5%            |
| 11200                | 56000            | 2h 47m       | 65.5%            |
| 11205                | 56025            | 2h 47m       | 65.5%            |
| 11210                | 56050            | 2h 47m       | 65.5%            |
| 11215                | 56075            | 2h 47m       | 65.5%            |
| 11220                | 56100            | 2h 47m       | 65.5%            |
| 11225                | 56125            | 2h 47m       | 65.5%            |
| 11230                | 56150            | 2h 47m       | 65.75%           |
| 11235                | 56175            | 2h 48m       | 65.75%           |
| 11240                | 56200            | 2h 48m       | 65.75%           |
| 11245                | 56225            | 2h 48m       | 65.75%           |
| 11250                | 56250            | 2h 48m       | 65.75%           |
| 11255                | 56275            | 2h 48m       | 65.75%           |
| 11260                | 56300            | 2h 48m       | 65.75%           |
| 11265                | 56325            | 2h 48m       | 65.75%           |
| 11270                | 56350            | 2h 48m       | 65.75%           |
| 11275                | 56375            | 2h 48m       | 66%              |
| 11280                | 56400            | 2h 48m       | 66%              |
| 11285                | 56425            | 2h 48m       | 66%              |
| 11290                | 56450            | 2h 48m       | 66%              |
| 11295                | 56475            | 2h 48m       | 66%              |
| 11300                | 56500            | 2h 48m       | 66%              |
| 11305                | 56525            | 2h 49m       | 66%              |
| 11310                | 56550            | 2h 49m       | 66%              |
| 11315                | 56575            | 2h 49m       | 66.25%           |
| 11320                | 56600            | 2h 49m       | 66.25%           |
| 11325                | 56625            | 2h 49m       | 66.25%           |
| 11330                | 56650            | 2h 49m       | 66.25%           |
| 11335                | 56675            | 2h 49m       | 66.25%           |
| 11340                | 56700            | 2h 49m       | 66.25%           |
| 11345                | 56725            | 2h 49m       | 66.25%           |
| 11350                | 56750            | 2h 49m       | 66.25%           |
| 11355                | 56775            | 2h 49m       | 66.25%           |
| 11360                | 56800            | 2h 49m       | 66.5%            |
| 11365                | 56825            | 2h 49m       | 66.5%            |
| 11370                | 56850            | 2h 50m       | 66.5%            |
| 11375                | 56875            | 2h 50m       | 66.5%            |
| 11380                | 56900            | 2h 50m       | 66.5%            |
| 11385                | 56925            | 2h 50m       | 66.5%            |
| 11390                | 56950            | 2h 50m       | 66.5%            |
| 11395                | 56975            | 2h 50m       | 66.5%            |
| 11400                | 57000            | 2h 50m       | 66.75%           |
| 11405                | 57025            | 2h 50m       | 66.75%           |
| 11410                | 57050            | 2h 50m       | 66.75%           |
| 11415                | 57075            | 2h 50m       | 66.75%           |
| 11420                | 57100            | 2h 50m       | 66.75%           |
| 11425                | 57125            | 2h 50m       | 66.75%           |
| 11430                | 57150            | 2h 50m       | 66.75%           |
| 11435                | 57175            | 2h 51m       | 66.75%           |
| 11440                | 57200            | 2h 51m       | 66.75%           |
| 11445                | 57225            | 2h 51m       | 67%              |
| 11450                | 57250            | 2h 51m       | 67%              |
| 11455                | 57275            | 2h 51m       | 67%              |
| 11460                | 57300            | 2h 51m       | 67%              |
| 11465                | 57325            | 2h 51m       | 67%              |
| 11470                | 57350            | 2h 51m       | 67%              |
| 11475                | 57375            | 2h 51m       | 67%              |
| 11480                | 57400            | 2h 51m       | 67%              |
| 11485                | 57425            | 2h 51m       | 67.25%           |
| 11490                | 57450            | 2h 51m       | 67.25%           |
| 11495                | 57475            | 2h 51m       | 67.25%           |
| 11500                | 57500            | 2h 52m       | 67.25%           |
| 11505                | 57525            | 2h 52m       | 67.25%           |
| 11510                | 57550            | 2h 52m       | 67.25%           |
| 11515                | 57575            | 2h 52m       | 67.25%           |
| 11520                | 57600            | 2h 52m       | 67.25%           |
| 11525                | 57625            | 2h 52m       | 67.25%           |
| 11530                | 57650            | 2h 52m       | 67.5%            |
| 11535                | 57675            | 2h 52m       | 67.5%            |
| 11540                | 57700            | 2h 52m       | 67.5%            |
| 11545                | 57725            | 2h 52m       | 67.5%            |
| 11550                | 57750            | 2h 52m       | 67.5%            |
| 11555                | 57775            | 2h 52m       | 67.5%            |
| 11560                | 57800            | 2h 52m       | 67.5%            |
| 11565                | 57825            | 2h 53m       | 67.5%            |
| 11570                | 57850            | 2h 53m       | 67.75%           |
| 11575                | 57875            | 2h 53m       | 67.75%           |
| 11580                | 57900            | 2h 53m       | 67.75%           |
| 11585                | 57925            | 2h 53m       | 67.75%           |
| 11590                | 57950            | 2h 53m       | 67.75%           |
| 11595                | 57975            | 2h 53m       | 67.75%           |
| 11600                | 58000            | 2h 53m       | 67.75%           |
| 11605                | 58025            | 2h 53m       | 67.75%           |
| 11610                | 58050            | 2h 53m       | 67.75%           |
| 11615                | 58075            | 2h 53m       | 68%              |
| 11620                | 58100            | 2h 53m       | 68%              |
| 11625                | 58125            | 2h 53m       | 68%              |
| 11630                | 58150            | 2h 53m       | 68%              |
| 11635                | 58175            | 2h 54m       | 68%              |
| 11640                | 58200            | 2h 54m       | 68%              |
| 11645                | 58225            | 2h 54m       | 68%              |
| 11650                | 58250            | 2h 54m       | 68%              |
| 11655                | 58275            | 2h 54m       | 68%              |
| 11660                | 58300            | 2h 54m       | 68.25%           |
| 11665                | 58325            | 2h 54m       | 68.25%           |
| 11670                | 58350            | 2h 54m       | 68.25%           |
| 11675                | 58375            | 2h 54m       | 68.25%           |
| 11680                | 58400            | 2h 54m       | 68.25%           |
| 11685                | 58425            | 2h 54m       | 68.25%           |
| 11690                | 58450            | 2h 54m       | 68.25%           |
| 11695                | 58475            | 2h 54m       | 68.25%           |
| 11700                | 58500            | 2h 55m       | 68.5%            |
| 11705                | 58525            | 2h 55m       | 68.5%            |
| 11710                | 58550            | 2h 55m       | 68.5%            |
| 11715                | 58575            | 2h 55m       | 68.5%            |
| 11720                | 58600            | 2h 55m       | 68.5%            |
| 11725                | 58625            | 2h 55m       | 68.5%            |
| 11730                | 58650            | 2h 55m       | 68.5%            |
| 11735                | 58675            | 2h 55m       | 68.5%            |
| 11740                | 58700            | 2h 55m       | 68.5%            |
| 11745                | 58725            | 2h 55m       | 68.75%           |
| 11750                | 58750            | 2h 55m       | 68.75%           |
| 11755                | 58775            | 2h 55m       | 68.75%           |
| 11760                | 58800            | 2h 55m       | 68.75%           |
| 11765                | 58825            | 2h 55m       | 68.75%           |
| 11770                | 58850            | 2h 56m       | 68.75%           |
| 11775                | 58875            | 2h 56m       | 68.75%           |
| 11780                | 58900            | 2h 56m       | 68.75%           |
| 11785                | 58925            | 2h 56m       | 69%              |
| 11790                | 58950            | 2h 56m       | 69%              |
| 11795                | 58975            | 2h 56m       | 69%              |
| 11800                | 59000            | 2h 56m       | 69%              |
| 11805                | 59025            | 2h 56m       | 69%              |
| 11810                | 59050            | 2h 56m       | 69%              |
| 11815                | 59075            | 2h 56m       | 69%              |
| 11820                | 59100            | 2h 56m       | 69%              |
| 11825                | 59125            | 2h 56m       | 69%              |
| 11830                | 59150            | 2h 56m       | 69.25%           |
| 11835                | 59175            | 2h 57m       | 69.25%           |
| 11840                | 59200            | 2h 57m       | 69.25%           |
| 11845                | 59225            | 2h 57m       | 69.25%           |
| 11850                | 59250            | 2h 57m       | 69.25%           |
| 11855                | 59275            | 2h 57m       | 69.25%           |
| 11860                | 59300            | 2h 57m       | 69.25%           |
| 11865                | 59325            | 2h 57m       | 69.25%           |
| 11870                | 59350            | 2h 57m       | 69.5%            |
| 11875                | 59375            | 2h 57m       | 69.5%            |
| 11880                | 59400            | 2h 57m       | 69.5%            |
| 11885                | 59425            | 2h 57m       | 69.5%            |
| 11890                | 59450            | 2h 57m       | 69.5%            |
| 11895                | 59475            | 2h 57m       | 69.5%            |
| 11900                | 59500            | 2h 57m       | 69.5%            |
| 11905                | 59525            | 2h 58m       | 69.5%            |
| 11910                | 59550            | 2h 58m       | 69.5%            |
| 11915                | 59575            | 2h 58m       | 69.75%           |
| 11920                | 59600            | 2h 58m       | 69.75%           |
| 11925                | 59625            | 2h 58m       | 69.75%           |
| 11930                | 59650            | 2h 58m       | 69.75%           |
| 11935                | 59675            | 2h 58m       | 69.75%           |
| 11940                | 59700            | 2h 58m       | 69.75%           |
| 11945                | 59725            | 2h 58m       | 69.75%           |
| 11950                | 59750            | 2h 58m       | 69.75%           |
| 11955                | 59775            | 2h 58m       | 70%              |
| 11960                | 59800            | 2h 58m       | 70%              |
| 11965                | 59825            | 2h 58m       | 70%              |
| 11970                | 59850            | 2h 59m       | 70%              |
| 11975                | 59875            | 2h 59m       | 70%              |
| 11980                | 59900            | 2h 59m       | 70%              |
| 11985                | 59925            | 2h 59m       | 70%              |
| 11990                | 59950            | 2h 59m       | 70%              |
| 11995                | 59975            | 2h 59m       | 70%              |
| 12000                | 60000            | 2h 59m       | 70.25%           |
| 12005                | 60025            | 2h 59m       | 70.25%           |
| 12010                | 60050            | 2h 59m       | 70.25%           |
| 12015                | 60075            | 2h 59m       | 70.25%           |
| 12020                | 60100            | 2h 59m       | 70.25%           |
| 12025                | 60125            | 2h 59m       | 70.25%           |
| 12030                | 60150            | 2h 59m       | 70.25%           |
| 12035                | 60175            | 3h 0m        | 70.25%           |
| 12040                | 60200            | 3h 0m        | 70.5%            |
| 12045                | 60225            | 3h 0m        | 70.5%            |
| 12050                | 60250            | 3h 0m        | 70.5%            |
| 12055                | 60275            | 3h 0m        | 70.5%            |
| 12060                | 60300            | 3h 0m        | 70.5%            |
| 12065                | 60325            | 3h 0m        | 70.5%            |
| 12070                | 60350            | 3h 0m        | 70.5%            |
| 12075                | 60375            | 3h 0m        | 70.5%            |
| 12080                | 60400            | 3h 0m        | 70.5%            |
| 12085                | 60425            | 3h 0m        | 70.75%           |
| 12090                | 60450            | 3h 0m        | 70.75%           |
| 12095                | 60475            | 3h 0m        | 70.75%           |
| 12100                | 60500            | 3h 1m        | 70.75%           |
| 12105                | 60525            | 3h 1m        | 70.75%           |
| 12110                | 60550            | 3h 1m        | 70.75%           |
| 12115                | 60575            | 3h 1m        | 70.75%           |
| 12120                | 60600            | 3h 1m        | 70.75%           |
| 12125                | 60625            | 3h 1m        | 71%              |
| 12130                | 60650            | 3h 1m        | 71%              |
| 12135                | 60675            | 3h 1m        | 71%              |
| 12140                | 60700            | 3h 1m        | 71%              |
| 12145                | 60725            | 3h 1m        | 71%              |
| 12150                | 60750            | 3h 1m        | 71%              |
| 12155                | 60775            | 3h 1m        | 71%              |
| 12160                | 60800            | 3h 1m        | 71%              |
| 12165                | 60825            | 3h 2m        | 71%              |
| 12170                | 60850            | 3h 2m        | 71.25%           |
| 12175                | 60875            | 3h 2m        | 71.25%           |
| 12180                | 60900            | 3h 2m        | 71.25%           |
| 12185                | 60925            | 3h 2m        | 71.25%           |
| 12190                | 60950            | 3h 2m        | 71.25%           |
| 12195                | 60975            | 3h 2m        | 71.25%           |
| 12200                | 61000            | 3h 2m        | 71.25%           |
| 12205                | 61025            | 3h 2m        | 71.25%           |
| 12210                | 61050            | 3h 2m        | 71.25%           |
| 12215                | 61075            | 3h 2m        | 71.5%            |
| 12220                | 61100            | 3h 2m        | 71.5%            |
| 12225                | 61125            | 3h 2m        | 71.5%            |
| 12230                | 61150            | 3h 3m        | 71.5%            |
| 12235                | 61175            | 3h 3m        | 71.5%            |
| 12240                | 61200            | 3h 3m        | 71.5%            |
| 12245                | 61225            | 3h 3m        | 71.5%            |
| 12250                | 61250            | 3h 3m        | 71.5%            |
| 12255                | 61275            | 3h 3m        | 71.75%           |
| 12260                | 61300            | 3h 3m        | 71.75%           |
| 12265                | 61325            | 3h 3m        | 71.75%           |
| 12270                | 61350            | 3h 3m        | 71.75%           |
| 12275                | 61375            | 3h 3m        | 71.75%           |
| 12280                | 61400            | 3h 3m        | 71.75%           |
| 12285                | 61425            | 3h 3m        | 71.75%           |
| 12290                | 61450            | 3h 3m        | 71.75%           |
| 12295                | 61475            | 3h 3m        | 71.75%           |
| 12300                | 61500            | 3h 4m        | 72%              |
| 12305                | 61525            | 3h 4m        | 72%              |
| 12310                | 61550            | 3h 4m        | 72%              |
| 12315                | 61575            | 3h 4m        | 72%              |
| 12320                | 61600            | 3h 4m        | 72%              |
| 12325                | 61625            | 3h 4m        | 72%              |
| 12330                | 61650            | 3h 4m        | 72%              |
| 12335                | 61675            | 3h 4m        | 72%              |
| 12340                | 61700            | 3h 4m        | 72.25%           |
| 12345                | 61725            | 3h 4m        | 72.25%           |
| 12350                | 61750            | 3h 4m        | 72.25%           |
| 12355                | 61775            | 3h 4m        | 72.25%           |
| 12360                | 61800            | 3h 4m        | 72.25%           |
| 12365                | 61825            | 3h 5m        | 72.25%           |
| 12370                | 61850            | 3h 5m        | 72.25%           |
| 12375                | 61875            | 3h 5m        | 72.25%           |
| 12380                | 61900            | 3h 5m        | 72.25%           |
| 12385                | 61925            | 3h 5m        | 72.5%            |
| 12390                | 61950            | 3h 5m        | 72.5%            |
| 12395                | 61975            | 3h 5m        | 72.5%            |
| 12400                | 62000            | 3h 5m        | 72.5%            |
| 12405                | 62025            | 3h 5m        | 72.5%            |
| 12410                | 62050            | 3h 5m        | 72.5%            |
| 12415                | 62075            | 3h 5m        | 72.5%            |
| 12420                | 62100            | 3h 5m        | 72.5%            |
| 12425                | 62125            | 3h 5m        | 72.75%           |
| 12430                | 62150            | 3h 6m        | 72.75%           |
| 12435                | 62175            | 3h 6m        | 72.75%           |
| 12440                | 62200            | 3h 6m        | 72.75%           |
| 12445                | 62225            | 3h 6m        | 72.75%           |
| 12450                | 62250            | 3h 6m        | 72.75%           |
| 12455                | 62275            | 3h 6m        | 72.75%           |
| 12460                | 62300            | 3h 6m        | 72.75%           |
| 12465                | 62325            | 3h 6m        | 72.75%           |
| 12470                | 62350            | 3h 6m        | 73%              |
| 12475                | 62375            | 3h 6m        | 73%              |
| 12480                | 62400            | 3h 6m        | 73%              |
| 12485                | 62425            | 3h 6m        | 73%              |
| 12490                | 62450            | 3h 6m        | 73%              |
| 12495                | 62475            | 3h 6m        | 73%              |
| 12500                | 62500            | 3h 7m        | 73%              |
| 12505                | 62525            | 3h 7m        | 73%              |
| 12510                | 62550            | 3h 7m        | 73.25%           |
| 12515                | 62575            | 3h 7m        | 73.25%           |
| 12520                | 62600            | 3h 7m        | 73.25%           |
| 12525                | 62625            | 3h 7m        | 73.25%           |
| 12530                | 62650            | 3h 7m        | 73.25%           |
| 12535                | 62675            | 3h 7m        | 73.25%           |
| 12540                | 62700            | 3h 7m        | 73.25%           |
| 12545                | 62725            | 3h 7m        | 73.25%           |
| 12550                | 62750            | 3h 7m        | 73.25%           |
| 12555                | 62775            | 3h 7m        | 73.5%            |
| 12560                | 62800            | 3h 7m        | 73.5%            |
| 12565                | 62825            | 3h 8m        | 73.5%            |
| 12570                | 62850            | 3h 8m        | 73.5%            |
| 12575                | 62875            | 3h 8m        | 73.5%            |
| 12580                | 62900            | 3h 8m        | 73.5%            |
| 12585                | 62925            | 3h 8m        | 73.5%            |
| 12590                | 62950            | 3h 8m        | 73.5%            |
| 12595                | 62975            | 3h 8m        | 73.75%           |
| 12600                | 63000            | 3h 8m        | 73.75%           |
| 12605                | 63025            | 3h 8m        | 73.75%           |
| 12610                | 63050            | 3h 8m        | 73.75%           |
| 12615                | 63075            | 3h 8m        | 73.75%           |
| 12620                | 63100            | 3h 8m        | 73.75%           |
| 12625                | 63125            | 3h 8m        | 73.75%           |
| 12630                | 63150            | 3h 8m        | 73.75%           |
| 12635                | 63175            | 3h 9m        | 73.75%           |
| 12640                | 63200            | 3h 9m        | 74%              |
| 12645                | 63225            | 3h 9m        | 74%              |
| 12650                | 63250            | 3h 9m        | 74%              |
| 12655                | 63275            | 3h 9m        | 74%              |
| 12660                | 63300            | 3h 9m        | 74%              |
| 12665                | 63325            | 3h 9m        | 74%              |
| 12670                | 63350            | 3h 9m        | 74%              |
| 12675                | 63375            | 3h 9m        | 74%              |
| 12680                | 63400            | 3h 9m        | 74.25%           |
| 12685                | 63425            | 3h 9m        | 74.25%           |
| 12690                | 63450            | 3h 9m        | 74.25%           |
| 12695                | 63475            | 3h 9m        | 74.25%           |
| 12700                | 63500            | 3h 10m       | 74.25%           |
| 12705                | 63525            | 3h 10m       | 74.25%           |
| 12710                | 63550            | 3h 10m       | 74.25%           |
| 12715                | 63575            | 3h 10m       | 74.25%           |
| 12720                | 63600            | 3h 10m       | 74.25%           |
| 12725                | 63625            | 3h 10m       | 74.5%            |
| 12730                | 63650            | 3h 10m       | 74.5%            |
| 12735                | 63675            | 3h 10m       | 74.5%            |
| 12740                | 63700            | 3h 10m       | 74.5%            |
| 12745                | 63725            | 3h 10m       | 74.5%            |
| 12750                | 63750            | 3h 10m       | 74.5%            |
| 12755                | 63775            | 3h 10m       | 74.5%            |
| 12760                | 63800            | 3h 10m       | 74.5%            |
| 12765                | 63825            | 3h 11m       | 74.5%            |
| 12770                | 63850            | 3h 11m       | 74.75%           |
| 12775                | 63875            | 3h 11m       | 74.75%           |
| 12780                | 63900            | 3h 11m       | 74.75%           |
| 12785                | 63925            | 3h 11m       | 74.75%           |
| 12790                | 63950            | 3h 11m       | 74.75%           |
| 12795                | 63975            | 3h 11m       | 74.75%           |
| 12800                | 64000            | 3h 11m       | 74.75%           |
| 12805                | 64025            | 3h 11m       | 74.75%           |
| 12810                | 64050            | 3h 11m       | 75%              |
| 12815                | 64075            | 3h 11m       | 75%              |
| 12820                | 64100            | 3h 11m       | 75%              |
| 12825                | 64125            | 3h 11m       | 75%              |
| 12830                | 64150            | 3h 11m       | 75%              |
| 12835                | 64175            | 3h 12m       | 75%              |
| 12840                | 64200            | 3h 12m       | 75%              |
